name,description,url
"Kids' OluKai Nohea Mesh Slip-Ons","Cool, comfortable and breathable, these kids' OluKai slip-ons deliver twice the fun with a versatile Drop-In Heel™ that can be worn up as shoes or down as slides.","https://www.llbean.com/llb/shop/120428?page=kids-olukai-nohea-mesh-slip-ons&bc=474-631&feat=631-gn1&csp=f"
"Men's Rugged Ridge Waterproof Hiking Boots, Mid","A tough, supportive day hiking boot with EVA-cushioned comfort, for a smooth ride on rough trails.","https://www.llbean.com/llb/shop/118293?page=men-s-rugged-ridge-waterproof-hiking-boots-mid&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=brown"
"Men's Rockport Cabot Chukka","Simply styled with vintage leather and nubuck, the Rockport Cabot Chukka has a timeless look that gets better with age. It's a super-comfortable shoe that can go from the office to a night on the town with ease.","https://www.llbean.com/llb/shop/121441?page=men-s-rockport-cabot-chukka&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=beeswax"
"Superfeet Copper Dynamic Molding Process Premium Insoles","When it comes to everyday comfort in men’s footwear, our superfeet copper insoles set the standard. Designed to support feet during low-impact activities like walking, running or golf.","https://www.llbean.com/llb/shop/78197?page=superfeet-copper-dynamic-molding-process-premium-insoles&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=copper"
"Men's Merrell Moab FST 2 Waterproof Hiking Boots, Mid","15% lighter and with better traction than the original Moab, the FST features less volume in the forefoot for a more athletic and comfortable fit. It's a great choice for going light and fast on day hikes and multiday backpacking trips.","https://www.llbean.com/llb/shop/121396?page=men-s-merrell-moab-fst-2-waterproof-hiking-boots-mid&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=black/granite"
"Men's Teva Arrowood 2 Trail Shoes","This hiking sneaker is featherlight and super comfortable – perfect for adventures near or far. It features a sock-like fit for all-day comfort on long day hikes.","https://www.llbean.com/llb/shop/121407?page=men-s-teva-arrowood-2-trail-shoes&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=walnut"
"Darn Tough Cushion Socks, Micro-Crew","Quick-drying and breathable merino wool comes with premium cushioning in these men’s Darn Tough Crew socks for the ultimate in performance and comfort on the trail.","https://www.llbean.com/llb/shop/82204?page=darn-tough-cushion-socks-micro-crew&bc=474-629&feat=629-gn1&csp=f"
"Darn Tough Quarter-Crew Cushion Sock Men's","Hit the trail in comfort—these Darn Tough wool hiking socks provide all-day comfort in a quarter-crew height.","https://www.llbean.com/llb/shop/120558?page=darn-tough-quarter-crew-cushion-sock-men-s&bc=474-629&feat=629-gn1&csp=f"
"Men's Oboz Bridger Waterproof Hiking Boots","Don’t let the sleek all-leather upper fool you, these midheight Oboz Hiking Boots may look old school but they are equipped to take on the trickiest trails.","https://www.llbean.com/llb/shop/83723?page=men-s-oboz-bridger-waterproof-hiking-boots&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=sudan"
"Men's Lacrosse Alphaburly Pro Boots, 18""","With new features and an improved design, these classic LaCrosse men’s rubber hunting boots provide even better protection against the elements. The rubber outer and neoprene lining form the perfect combination of comfort and scent-free performance.","https://www.llbean.com/llb/shop/118855?page=men-s-lacrosse-alphaburly-pro-boots-18&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=forest%20green"
"Men's New Balance Summit King Of Mountain Trail Running Shoes","New Balance's premium trail runners deliver outstanding comfort, aggressive traction and security to ensure it can perform on any terrain. Advanced features protect your feet from trail obstructions like rocks, roots and sticks.","https://www.llbean.com/llb/shop/121301?page=men-s-new-balance-summit-king-of-mountain-trail-running-shoes&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=magnet/hi-lite"
"Cresta Hiking Socks, Lightweight Two-Pack","Our merino wool hiking socks outperform the competition, both in the lab and with testers in the field.","https://www.llbean.com/llb/shop/33721?page=cresta-hiking-socks-lightweight-two-pack&bc=474-629&feat=629-gn1&csp=f"
"Men's Gore-Tex Vasque Breeze 3.0 Hiking Boots","Vasque built on this waterproof hiking boot's reputation for solid performance with improved out-of-the box comfort, breathability and traction.","https://www.llbean.com/llb/shop/116637?page=men-s-gore-tex-vasque-breeze-3-0-hiking-boots&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=black%20olive/pesto"
"Men's Keen Targhee Ventilated Hiking Shoes","Tackle the trail with confidence in these Keen Targhee Ventilated Hiking Shoes. They feature excellent traction with grippy rubber outsoles and a heel-capture system that promotes stability with every step.","https://www.llbean.com/llb/shop/122358?page=men-s-keen-targhee-ventilated-hiking-shoes&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=raven/bronze%20brown"
"Men's Rockport Let's Walk Slip-On Moc","These super comfortable slip-on walkers are designed to keep you comfortable on long walks. Your feet will feel as good at the end of the day as they did at the beginning.","https://www.llbean.com/llb/shop/121443?page=men-s-rockport-let-s-walk-slip-on-moc&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=dark%20olive"
"Men's Smartwool PhD Run Ultralight Micro Socks","Designed to wick moisture away while providing greater comfort in high-stress areas, these men’s SmartWool running socks make the most of every mile.","https://www.llbean.com/llb/shop/122379?page=men-s-smartwool-phd-run-ultralight-micro-socks&bc=474-629&feat=629-gn1&csp=f"
"Men's Keen Targhee III Waterproof Hikers, Mid","These all-terrain day hiking boots are waterproof and comfortable, and offer outstanding stability and support.","https://www.llbean.com/llb/shop/120280?page=men-s-keen-targhee-iii-waterproof-hikers-mid&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=steel%20grey/captains%20blue"
"Adults' L.L.Bean Boot Socks","These five-star customer rated socks offer thick cushioning for all-day comfort in L.L.Bean® Bean Boots and the Maine Hunting Shoe.","https://www.llbean.com/llb/shop/38194?page=adults-l-l-bean-boot-socks&bc=474-629&feat=629-gn1&csp=f"
"Men's Chaco for L.L.Bean Z/Cloud Sandals","Step into next-level comfort with a pillow-top cushioning and all-day support like you've never felt before.","https://www.llbean.com/llb/shop/120595?page=men-s-chaco-for-l-l-bean-z-cloud-sandals&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=acadia%20mineral%20blue"
"Men's Stone Coast Sneakers","Lightweight, generously cushioned and built with lots of ventilation, these sneakers will help you feel faster, whether you're out for a short run or walking in the city with friends.","https://www.llbean.com/llb/shop/122364?page=men-s-stone-coast-sneakers&bc=474-629&feat=629-gn1&csp=f"
"Cresta Hiking Socks, Midweight Quarter-Crew Two-Pack","Our hiking socks outperform the competition with testers in the field.","https://www.llbean.com/llb/shop/73130?page=cresta-hiking-socks-midweight-quarter-crew-two-pack&bc=474-629&feat=629-gn1&csp=f"
"Men's Salomon Quest 4D 3 Mid Gore-Tex Hiking Boots","These stable backpacking boots offer waterproof protection, serious support and great traction, combined with the cushioned comfort you need to hike for miles.","https://www.llbean.com/llb/shop/120560?page=men-s-salomon-quest-4d-3-mid-gore-tex-hiking-boots&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=wren/bungee%20cord"
"Swift River Flip-Flops","Extremely comfortable flip-flops with a custom fit and massaging footbed.","https://www.llbean.com/llb/shop/91471?page=swift-river-flip-flops&bc=474-629&feat=629-gn1&csp=f"
"Men's Darn Tough CoolMax Micro Crew Cushion Sock","These Darn Tough hiking socks utilize Coolmax yarns to keep you dry and comfortable for long days on the trail.","https://www.llbean.com/llb/shop/120557?page=men-s-darn-tough-coolmax-micro-crew-cushion-sock&bc=474-629&feat=629-gn1&csp=f"
"Men's Katahdin Waterproof Hiking Boots, Nubuck","Taking inspiration from our heritage European-style day hikers, this great value trail boot is functional for short hikes and fashionable for weekend wear.","https://www.llbean.com/llb/shop/121206?page=men-s-katahdin-waterproof-hiking-boots-nubuck&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=asphalt/deepwater%20blue"
"Men's Maine Warden's Hunting Boots","These innovative, rugged hunting boots were developed and tested with the help of Maine's Game Wardens. They spend more hours in the Maine woods than just about anyone, so they know how a boot must perform to ensure comfort, protection and dry feet.","https://www.llbean.com/llb/shop/120889?page=men-s-maine-warden-s-hunting-boots&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=brown"
"Men's East Point Rugged English Moc, Waterproof","Rugged, waterproof mocs that are so comfortable you'll wear them day after day. They combine modern-day cushioning with rustic style that instantly adds character to any outfit.","https://www.llbean.com/llb/shop/113470?page=men-s-east-point-rugged-english-moc-waterproof&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=coffee%20bean"
"Men's Ridge Runner Rubber Camo Hunting Boots","Warm, waterproof, odor fighting, durable, ultracomfortable and with great traction, these insulated rubber hunting boots stand out from any other rubber boots on the market. They're also lighter than most rubber boots.","https://www.llbean.com/llb/shop/117937?page=men-s-ridge-runner-rubber-camo-hunting-boots&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=mossy%20oak%20country"
"Men's Rockport Let's Walk Moc","These super comfortable walking shoes feature the multi-layer Integrated Motion Technology system with spring construction that cushions, absorbs shock and returns energy as you walk.","https://www.llbean.com/llb/shop/121442?page=men-s-rockport-let-s-walk-moc&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=dark%20olive"
"Men's Salomon Speedcross 4 Trail Shoes","These iconic trail running shoes just keep getting better, now with an even more aggressive outsole that lets you rip through technical terrain.","https://www.llbean.com/llb/shop/112692?page=men-s-salomon-speedcross-4-trail-shoes&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=grape%20leaf/burnt%20olive"
"Men's Hoka One One Bondi 6 Running Shoes","The most cushioned shoe in the Hoka One One line of running shoes, the Bondi 6 offers smooth performance that's balanced and stable. Redesigned with a new upper, midole and outsole. They're so light you'll think you're running on a cloud.","https://www.llbean.com/llb/shop/121298?page=men-s-hoka-one-one-bondi-6-running-shoes&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=alloy/steel%20gray"
"Signature Hawthorne Chelsea Boots","Meticulously crafted leather boots in a slip-on Chelsea style that gained traction in the 1960s and hasn’t stopped since.","https://www.llbean.com/llb/shop/89260?page=signature-hawthorne-chelsea-boots&bc=474-629&feat=629-gn1&csp=f"
"Cresta No Fly Zone Hiking Socks, Lightweight Quarter-Crew Two-Pack","Keep pesky bugs at bay with our bestselling wool hiking socks, now treated to repel ticks, black flies, mosquitoes and more.","https://www.llbean.com/llb/shop/115999?page=cresta-no-fly-zone-hiking-socks-lightweight-quarter-crew-two-pack&bc=474-629&feat=629-gn1&csp=f"
"Men's Salomon Outline Low Gore-Tex Hiking Shoes","Comfortable and lightweight like running shoes, the Outline Low hikers are built for hiking adventures on the trail. Aggressive lugs on the outsole provide excellent traction on varied terrain.","https://www.llbean.com/llb/shop/121398?page=men-s-salomon-outline-low-gore-tex-hiking-shoes&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=urban%20chic/black"
"Men's Oboz Sawtooth II Waterproof Hiking Shoes","With their athletic profile and heavy-duty tread, these Oboz Sawtooth B-DRY waterproof hiking shoes are a popular choice for everything from a walk in the park to tackling the most challenging trails in the rain.","https://www.llbean.com/llb/shop/122348?page=men-s-oboz-sawtooth-ii-waterproof-hiking-shoes&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=shadow/burlap"
"Men's Wicked Good Slipper Mocs","Unlike similar-looking imitations, our Men's Wicked Good Moccasins are made of superior sheepskin to keep your feet warmer on chilly mornings.","https://www.llbean.com/llb/shop/70921?page=men-s-wicked-good-slipper-mocs&bc=474-629&feat=629-gn1&csp=f"
"Men's New Balance 574 Walking Shoes","These super-comfortable walking shoes feature advanced technology that provides outstanding support and impressive durability.","https://www.llbean.com/llb/shop/122382?page=men-s-new-balance-574-walking-shoes&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=black%20iris/black%20iris"
"Men's Rockport Cold Springs Plus Lace-Up Shoes","Built for outdoor comfort, these rugged Rockport shoes will keep your feet dry and comfortable, no matter what the weather.","https://www.llbean.com/llb/shop/112891?page=men-s-rockport-cold-springs-plus-lace-up-shoes&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=dark%20brown"
"Men's North Peak Ventilated Trail Shoes","Part trail runner, part light hiker, our North Peak Trail Shoes are built for speed, support and cushioning. Breathable upper provides excellent ventilation and quick-drying performance.","https://www.llbean.com/llb/shop/122204?page=men-s-north-peak-ventilated-trail-shoes&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=shale%20gray/burgundy"
"Men's Everyday Chino Socks, Lightweight Two-Pack","Made of moisture-wicking merino wool with nylon for durability and spandex for shape-retaining stretch, these soft, form-fitting men's chino socks offer all-day comfort at home or work.","https://www.llbean.com/llb/shop/83570?page=men-s-everyday-chino-socks-lightweight-two-pack&bc=474-629&feat=629-gn1&csp=f"
"Men's Salomon X Ultra Mid 3 Gore-Tex Hikers","Stable, lightweight and waterproof, these sleek hikers move like a running shoe and support and protect like a technical hiker.","https://www.llbean.com/llb/shop/120552?page=men-s-salomon-x-ultra-mid-3-gore-tex-hikers&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=castor%20gray/black"
"MIF&W Tee, Long-Sleeve Moose","Display your support of protecting Maine’s natural resources in the specially embroidered Maine fisheries and wildlife long-sleeve moose shirt, in which a portion of each sale will be donated to Maine Department of Inland Fisheries and Wildlife.","https://www.llbean.com/llb/shop/77520?page=mif-w-tee-long-sleeve-moose&bc=29-507929-507932&feat=507932-gn1&csp=f&attrvalue_0=red"
"Men's Ridge Runner Hunter's Pullover, Camouflage","This ultra-versatile, mid-weight camo pullover can be worn under a jacket or as an outer layer in warmer weather. It's a great big game layering piece to go with our Ridge Runner outerwear system.","https://www.llbean.com/llb/shop/120893?page=men-s-ridge-runner-hunter-s-pullover-camouflage&bc=29-507929-507932&feat=507932-gn1&csp=f&attrvalue_0=mossy%20oak%20country"
"Maine Guide Wool Cap with Primaloft, Plaid","Mix tradition with modern insulating technology with this great-looking plaid hunting cap. Built from the same rugged wool from our Maine Guide collection and lined with PrimaLoft insulation.","https://www.llbean.com/llb/shop/111754?page=maine-guide-wool-cap-with-primaloft-plaid&bc=29-507929-507932&feat=507932-gn1&csp=f"
"Women's Northwoods Jacket, Camouflage","This women's camo hunting jacket isn't simply a man's jacket made a little smaller. It's designed to fit a woman's body with a flattering fit without sacrificing function.","https://www.llbean.com/llb/shop/111750?page=women-s-northwoods-jacket-camouflage&bc=29-507929-507932&feat=507932-gn1&csp=f&attrvalue_0=mossy%20oak%20country"
"Men's Teva Hurricane XLT2 Sandals","With their no-nonsense style, extremely versatile design and great price, these men's river sandals have become a trusted icon for anyone who spends their time near water.","https://www.llbean.com/llb/shop/120259?page=men-s-teva-hurricane-xlt2-sandals&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=rapids%20black%20olive"
"Men's Tek Upland Waterproof Jacket","Our pinnacle upland hunting jacket features a new design that shaves weight from the previous style without sacrificing any function. It's very breathable, lightweight and highly puncture-resistant to keep you comfortable and protected all day.","https://www.llbean.com/llb/shop/120890?page=men-s-tek-upland-waterproof-jacket&bc=29-507929-507932&feat=507932-gn1&csp=f"
"Men's Oboz Sawtooth II Waterproof Hiking Boots","Waterproof construction and heavy-duty outsoles make these Oboz hiking boots ready for the trail, even in wet and slick conditions. The redesigned upper is now more breathable and flexible.","https://www.llbean.com/llb/shop/122349?page=men-s-oboz-sawtooth-ii-waterproof-hiking-boots&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=canteen/mayfly%20green"
"Men's Cotton Poplin Field Shirt, Short-Sleeve","Our easy-care men's short sleeve poplin field shirt is a summer go-to, its fabric letting heat escape so you stay cool and comfortable all day long.","https://www.llbean.com/llb/shop/45887?page=men-s-cotton-poplin-field-shirt-short-sleeve&bc=29-507929-507932&feat=507932-gn1&csp=f"
"Ridge Runner Soft-Shell Vest, Regular","This premium full season hunting vest is light enough to be worn over a shirt in cool weather yet warm enough to use as a layer in cold weather. It's breathable, windproof and built with quiet material to help keep you stealthy.","https://www.llbean.com/llb/shop/117781?page=ridge-runner-soft-shell-vest-regular&bc=29-507929-507932&feat=507932-gn1&csp=f&attrvalue_0=moss%20khaki"
"Maine Guide Zip-Front Jac-Shirt with PrimaLoft, Plaid","This great-looking wool jac-shirt is lined with warm PrimaLoft insulation to go along with all the great benefits of wool. It’s a great choice as an outer layer in cool weather or for wearing under a shell or jacket in cold weather.","https://www.llbean.com/llb/shop/111761?page=maine-guide-zip-front-jac-shirt-with-primaloft-plaid&bc=29-507929-507932&feat=507932-gn1&csp=f"
"Men's Irish Setter VaprTrek Hunting Boots","Waterproof, insulated hunting boots made for wet, cold weather.","https://www.llbean.com/llb/shop/90440?page=men-s-irish-setter-vprtek-hunting-boots&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=mossy%20oak%20break%20up%20infinity"
"Ridge Runner Hunter Hiker Gore-Tex Boots, Camo","Our most athletic hunting boots are built for the active hunter who is constantly on the move and covers miles of ground. Their rugged yet lightweight design allows you to move nimbly.","https://www.llbean.com/llb/shop/117860?page=ridge-runner-hunter-hiker-gore-tex-boots-camo&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=mossy%20oak%20country"
"Men's Salomon XA Pro 3D Trail Shoes","From the first mile to the last you’ll appreciate the amazing fit and strong durable grip of these Salomon men’s trail shoes.","https://www.llbean.com/llb/shop/82236?page=men-s-salomon-xa-pro-3d-trail-shoes&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=chive/black"
"Thermacell Heated Insoles","This pair of water-resistant, remote-controlled heated insoles features thermal technology engineered to keep your feet warm, not hot, to avoid sweating and freezing.","https://www.llbean.com/llb/shop/80185?page=thermacell-heated-insoles&bc=474-629&feat=629-gn1&csp=f&attrvalue_1=small&attrvalue_0=red"
"Signature Casual Loafers, Suede","Inspired by the easy styling of a classic boat shoe, this suede loafer moc is incredibly comfortable and versatile enough for both work and weekend.","https://www.llbean.com/llb/shop/120310?page=signature-casual-loafers-suede&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=coastal%20tan"
"Men's Merrell Moab Adventure Waterproof Hikers, Mid","Get all-day comfort with the great fit you expect from Moab, and waterproofing and traction you can trust in a casual hiking boot.","https://www.llbean.com/llb/shop/118861?page=men-s-merrell-moab-adventure-waterproof-hikers-mid&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=dark%20earth"
"Men's Merrell Phaserbound 2 Waterproof Hiking Boots","Protect your feet on those long treks—or comfortably take the scenic route home—with these waterproof Merrell backpacking boots. They'll provide superior comfort right out of the box.","https://www.llbean.com/llb/shop/122354?page=men-s-merrell-phaserbound-2-waterproof-hiking-boots&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=dark%20earth"
"Pearl Izumi Elite Cycling Socks","The Elite Transfer fabric of these men's Pearl Izumi socks, with breathable mesh on top of foot, wicks moisture to help keep your feet cool on long, hot rides.","https://www.llbean.com/llb/shop/120546?page=pearl-izumi-elite-cycling-socks&bc=474-629&feat=629-gn1&csp=f"
"Men's Keen Targhee Waterproof Hiking Boots, Insulated","","https://www.llbean.com/llb/shop/121304?page=men-s-keen-targhee-waterproof-hiking-boots-insulated&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=caper/martini%20olive"
"Ultralight Waterpoof Pac Boots","Industry-leading Aerogel insulation and innovative construction allow us to make these super-warm winter boots 50% lighter than traditional pac boots.","https://www.llbean.com/llb/shop/121313?page=ultralight-waterpoof-pac-boots&bc=474-629&feat=629-gn1&csp=f"
"Wicked Good Toe Warmers, Pack of 18 Pairs","Instant relief for cold toes during any cold-weather activity.","https://www.llbean.com/llb/shop/89413?page=wicked-good-toe-warmers-pack-of-18-pairs&bc=474-629&feat=629-gn1&csp=f"
"Hillsound Trail Crampons","You’ll never have to worry about slipping on icy trails again. Tested in the Himalayas, these crampons are designed to handle a variety of winter conditions.","https://www.llbean.com/llb/shop/71548?page=hillsound-trail-crampons&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=black"
"Men's Maine Guide Zip-Front Jac-Shirt, Plaid","You'll love wearing this rugged wool jac-shirt year round. It's roomy enough to layer over a sweater or vest and makes a warm shell when worn alone.","https://www.llbean.com/llb/shop/111758?page=men-s-maine-guide-zip-front-jac-shirt-plaid&bc=29-507929-507932&feat=507932-gn1&csp=f"
"SmartWool Diamond Jim Socks","Durable, great looking and comfortable, these men’s SmartWool argyle socks keep your feet warm and dry while providing extra cushioning, right where you need it.","https://www.llbean.com/llb/shop/73602?page=smartwool-diamond-jim-socks&bc=474-629&feat=629-gn1&csp=f"
"Adults' Shearling Insoles","Enhance the fit and performance of your favorite foul-weather boots with these men’s shearling insoles—and keep moisture and odor at bay.","https://www.llbean.com/llb/shop/72756?page=adults-shearling-insoles&bc=474-629&feat=629-gn1&csp=f"
"Men's L.L.Bean Boots, 10"" Shearling-Lined","The unbeatable comfort of our shearling slippers meets the all-weather performance of our legendary L.L.Bean Boots.","https://www.llbean.com/llb/shop/121306?page=men-s-l-l-bean-boots-10-shearling-lined&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=bean%20boot%20brown/black%20forest%20green/bean"
"Cotton Ragg Camp Socks, Two-Pack","A favorite heritage style crafted in an itch-free cotton blend, these men’s socks are a natural candidate for everyday, all-season wear.","https://www.llbean.com/llb/shop/86622?page=cotton-ragg-camp-socks-two-pack&bc=474-629&feat=629-gn1&csp=f&attrvalue_1=x-large&attrvalue_0=nautical%20red+gray"
"Bean Boots by L.L.Bean, 11"" Cruiser","A fresh take on our legendary Bean Boot, the Cruiser features a beautifully tanned leather upper with a brick-red, rubber chain-tread sole.","https://www.llbean.com/llb/shop/91456?page=bean-boots-by-l-l-bean-boots-11-cruiser&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=dark%20brown/rust/brick%20red"
"Men's Brooks Cascadia 13 Gore-Tex Trail Running Shoes","Brooks Cascadia waterproof trail running shoes deliver protection and a cushioned, balanced ride so you can run with confidence in any conditions. They're now lighter to save you energy on the trail.","https://www.llbean.com/llb/shop/121300?page=men-s-brooks-cascadia-13-gore-tex-trail-running-shoes&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=black/red"
"Men's Cresta Hiking Socks, Wool-Blend Midweight Quarter Crew, One Pair","Made with premium, itch-free merino wool, our hiking socks outperform the competition with testers in the field.","https://www.llbean.com/llb/shop/86609?page=men-s-cresta-hiking-socks-wool-blend-midweight-quarter-crew-one-pair&bc=474-629&feat=629-gn1&csp=f"
"Men's Rockport truFLEX, Mesh","These lightweight, flexible athletic shoes offer breathable comfort and go-anywhere style.","https://www.llbean.com/llb/shop/120565?page=men-s-rockport-truflex-mesh&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=black"
"Small Batch L.L.Bean Boots, 8"" Suede","Our authentic Men's L.L.Bean Boot like you've never seen it before. This one-of-a-kind small batch edition is handcrafted here in Maine with a colorful personality and a soft suede upper for next-level softness.","https://www.llbean.com/llb/shop/120919?page=small-batch-l-l-bean-boots-8-suede&bc=474-629&feat=629-gn1&csp=f"
"Men's Oboz Sawtooth II Ventilated Hiking Shoes","With their athletic profile and heavy-duty tread, these Oboz Sawtooth hiking shoes are a great choice for everything from a walk in the park to tackling the most challenging trails. Ventilated design is perfect for warm weather.","https://www.llbean.com/llb/shop/122350?page=men-s-oboz-sawtooth-ii-ventilated-hiking-shoes&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=dark%20shadow/brandy%20brown"
"Superfeet Blue All-Purpose Insoles","Our men’s superfeet blue insoles give your feet unmatched support and comfort that lasts all workout or workday long.","https://www.llbean.com/llb/shop/78196?page=superfeet-blue-all-purpose-insoles&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=blue"
"Grand Lake Moccasins, One-Eye Bison","These handsewn bison and full-grain leather slip-ons will quickly conform to your feet for superior comfort and a broken-in feel every time you put them on.","https://www.llbean.com/llb/shop/113132?page=grand-lake-moccasins-one-eye-bison&bc=474-629&feat=629-gn1&csp=f"
"Traverse Trail Sneakers","Lightweight sneakers with trail-friendly features to keep you comfortable and supported.","https://www.llbean.com/llb/shop/120272?page=men-s-traverse-trail-sneakers&bc=474-629&feat=629-gn1&csp=f"
"Men's Darn Tough DT-Train Socks","Anything but a casual sock - these Darn Tough socks go above and beyond with a naturally moisture-wicking wool blend and unmatched durability.","https://www.llbean.com/llb/shop/122373?page=men-s-darn-tough-dt-train-socks&bc=474-629&feat=629-gn1&csp=f"
"Men's Allagash Handsewn Chukkas","Our finest handsewns. Meticulous craftsmanship and rich premium leathers make our chukka boots the season's standout.","https://www.llbean.com/llb/shop/116052?page=men-s-allagash-handsewn-chukkas&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=bean%20boot%20brown"
"Superfeet Carbon Premium Insoles","The strength of carbon fiber combined with ultralight foam to create the most innovative, high-performance insoles ever.","https://www.llbean.com/llb/shop/91265?page=superfeet-carbon-premium-insoles&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=carbon"
"Men's Brooks Adrenaline GTS 19 Running Shoes","These stable Brooks running shoes are ideal for runners who pronate. Now with the GuideRails Holistic Support System that keeps excess movement in check, helping to protect the knees from injury.","https://www.llbean.com/llb/shop/122214?page=men-s-brooks-adrenaline-gts-19-running-shoes&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=navy/gold"
"Men's PrimaLoft Performance Socks, Crew Height","We combined the comfort of PrimaLoft yarns with the natural benefits of merino wool, making these socks ultradurable and comfortable for long days on your feet.","https://www.llbean.com/llb/shop/122098?page=men-s-primaloft-performance-socks-crew-height&bc=474-629&feat=629-gn1&csp=f"
"Rockport TruFLEX Lace-to-Toe Shoes","These lightweight, flexible lace-up shoes feature TruFLEX support with energy rebound to keep you moving.","https://www.llbean.com/llb/shop/120566?page=rockport-truflex-lace-to-toe-shoes&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=grey"
"NRS Hydroskin .5mm Socks","Keep your feet toasty while you fish, paddleboard, kayak or beachcomb with lightweight neoprene socks that pair perfectly with sandals, watershoes and waders.","https://www.llbean.com/llb/shop/117067?page=nrs-hydroskin-5mm-socks&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=charcoal%20heather"
"Men's Darn Tough Unstandard Stripe Socks","Made with all the natural benefits of merino wool, these Darn Tough socks are designed to withstand long days on the trail.","https://www.llbean.com/llb/shop/121727?page=men-s-darn-tough-unstandard-stripe-socks&bc=474-629&feat=629-gn1&csp=f"
"Men's Maine Pac Boots","Vintage style meets cold-weather comfort to create one of our warmest boots.","https://www.llbean.com/llb/shop/75920?page=men-s-maine-pac-boots&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=dark%20sienna"
"Men's Chaco Z/Cloud 2 Sandals","Known for their podiatrist-approved support and adjustability, these rugged Chaco water sandals feature an extra cushioning for a pillow-like feel and a toe loop for extra security.","https://www.llbean.com/llb/shop/116626?page=chaco-z-cloud-2-sandals&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=sean%20rust"
"Men's Maine Hunting Shoes, 10""","Featuring the moccasin-like feel that L.L.'s original hunting shoes had in the woods, our legendary Maine-made boots have the comfort and protection you need – whether you're bird hunting on a muddy tote road or walking the dog on a slushy sidewalk.","https://www.llbean.com/llb/shop/33171?page=men-s-maine-hunting-shoes-10&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=brown/brown"
"Men's Muck Wetland Boots","Waterproof, warm and comfortable, these rubber hunting boots are made for cold, wet and messy conditions. A serious boot for serious hunters or for people who get out no matter how wet and cold it is.","https://www.llbean.com/llb/shop/118854?page=men-s-muck-wetland-boots&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=brown"
"Irish Setter 838 Wingshooter Waterproof Boots","Bring the latest comfort technology with you on your next hunt with these men’s waterproof boots.","https://www.llbean.com/llb/shop/80171?page=irish-setter-838-wingshooter-waterproof-boots&bc=474-629&feat=629-gn1&csp=f&attrvalue_0=brown"
